Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Radiocomplexation, Biological Evaluation, and Characterization of [<sup>99m</sup>Tc]-5-[(3-Carboxy-4-hydroxyphenyl)diazenyl]-2-hydroxybenzoic Acid as a Novel Agent for Imaging of Ulcerative Colitis in Mice",Radiochemistry,,,,10.1134/S1066362223030141,M. H. SanadH. M. EyssaF. A. MarzookA. B. FaragA. ElrefaeiA. S. M. FouzyS. B. Challan,2023,https://link.springer.com/article/10.1134/S1066362223030141,Article
"Cd<sup>2+</sup> Converted to CdO Using <i>Cosmos sulphureus</i> as Reducing Agent and Evaluation of Optical Property, Morphology and Antimicrobial Activity",Chemistry Africa,,,,10.1007/s42250-023-00646-y,P. Sri Bala Jeya Krishna SriM. Praveen KumarS. Padmavathy,2023,https://link.springer.com/article/10.1007/s42250-023-00646-y,Article
Evaluation of <i>Telenomus</i> <i>remus</i> (Hymenoptera: Platygastridae) as a biocontrol agent of <i>Spodoptera</i> <i>litura</i> (Lepidoptera: Noctuidae) based on two-sex life table and functional response analyses,CABI Agriculture and Bioscience,,,,10.1186/s43170-023-00188-w,Zhen ShenLi-Hui LiuLian-Sheng ZangTie-Jun DengZhen-Bao LuoJun-Yi GaoLiang-De Tang,2023,https://link.springer.com/article/10.1186/s43170-023-00188-w,Article
Cluster Evaluation Method Based on Multi-agent Deduction and Complex Network Technology,Proceedings of 2021 5th Chinese Conference on Swarm Intelligence and Cooperative Control,,,,10.1007/978-981-19-3998-3_71,Jinlong GuoLizhi WangXiaohong Wang,2023,https://link.springer.com/chapter/10.1007/978-981-19-3998-3_71,Conference paper
COVID-19 Transmission in Universities: Mitigation Measures Evaluation Using Agent-Based Simulation,Proceedings of the 11th International Conference on Production Research – Americas,,,,10.1007/978-3-031-36121-0_16,Renata CavionFrancielly Hedler StaudtEnzo Morosini FrazzonBruno Gallio CeronRaiza Celeghin BenedectiJoão Victor Mendes RochaSaulo dos Santos Neves Pinheiro,2023,https://link.springer.com/chapter/10.1007/978-3-031-36121-0_16,Conference paper
Isolation and evaluation of <i>Bacillus subtilis</i> RSS-1 as a potential biocontrol agent against <i>Sclerotinia sclerotiorum</i> on oilseed rape,European Journal of Plant Pathology,,,,10.1007/s10658-023-02642-x,Shun CaoBingxin JiangGuogen YangGuangxue PanYuemin PanFangxin ChenZhimou GaoYuli Dai,2023,https://link.springer.com/article/10.1007/s10658-023-02642-x,Article
Evaluation of the Effects of Diammonium Phosphate (DAP) as a Consolidating Agent for the Restoration of the Main Façade of the Rectory of Santa Maria of Vezzolano,The Future of Heritage Science and Technologies,,,,10.1007/978-3-031-87068-2_12,Maria Francesca AlberghinaMartina CironeValentina BarberisFrancesco BrigadeciGiulia ComelloGiuseppe MilazzoLuciana RandazzoNatalia RovellaSalvatore SchiavoneMauro Francesco La RussaMichela Ricca,2025,https://link.springer.com/chapter/10.1007/978-3-031-87068-2_12,Conference paper
1001 Games a&#xa0;Night—Continuous Evaluation of&#xa0;an&#xa0;Intelligent Multi-agent-Based System,Proceedings of Eighth International Congress on Information and Communication Technology,,,,10.1007/978-981-99-3091-3_59,Eicke GodehardtMohamed Amine AllaniAlexander Julian ViethThomas Gabel,2023,https://link.springer.com/chapter/10.1007/978-981-99-3091-3_59,Conference paper
Design and&#xa0;Evaluation of&#xa0;a&#xa0;Smart Environment with&#xa0;a&#xa0;Conversational Agent for&#xa0;Mindful Eating,Proceedings of the International Conference on Ubiquitous Computing & Ambient Intelligence (UCAmI 2022),,,,10.1007/978-3-031-21333-5_90,Mario O. ParraJesus FavelaLuis A. Castro,2023,https://link.springer.com/chapter/10.1007/978-3-031-21333-5_90,Conference paper
An Evaluation of Agent-Based Models for Simulating E-Scooter Sharing Services in Urban Areas,Smart Energy for Smart Transport,,,,10.1007/978-3-031-23721-8_79,Eirini StavropoulouLambros MitropoulosPanagiotis G. TzourasChristos KarolemeasKonstantinos Kepaptsoglou,2023,https://link.springer.com/chapter/10.1007/978-3-031-23721-8_79,Conference paper
Evaluation of Strain Recovery and Stress Sensitivity of Asphalt Binders Containing Warm-Mix Asphalt Additive and Anti-stripping Agent,Challenges and Innovations in Geomechanics,,,,10.1007/978-3-031-12851-6_2,Shivani RaniRouzbeh GhabchiMusharraf ZamanSyed Ashik Ali,2023,https://link.springer.com/chapter/10.1007/978-3-031-12851-6_2,Conference paper
Study on the Evaluation Method of Static Adsorption Amount of Oil-Displacing Agent Used in Fracturing Ultra-low Permeability Reservoirs,Proceedings of the International Field Exploration and Development Conference 2022,,,,10.1007/978-981-99-1964-2_468,Wan-zhuo PingXiang-rong LuoLi-an YangFeng Guo,2023,https://link.springer.com/chapter/10.1007/978-981-99-1964-2_468,Conference paper
