oa_id,title,decision,matched_on,kept_oa_id,reason
W7160897323,Can Agent Benchmarks Support Their Scores? Evidence-Supported Bounds for Interactive-Agent Evaluation,kept,,W7160897323,first occurrence
W7134861398,Agentic SPARQL: Evaluating SPARQL-MCP-powered Intelligent Agents on the Federated KGQA Benchmark,kept,,W7134861398,first occurrence
W7160897323,Can Agent Benchmarks Support Their Scores? Evidence-Supported Bounds for Interactive-Agent Evaluation,dropped,exact_norm_title,W7161090219,lower precedence than duplicate (exact_norm_title)
W7134840056,Agentic SPARQL: Evaluating SPARQL-MCP-powered Intelligent Agents on the Federated KGQA Benchmark,dropped,exact_norm_title,W7134861398,duplicate of kept (exact_norm_title)
W4415273522,Saving SWE-Bench: A Benchmark Mutation Approach for Realistic Agent Evaluation,kept,,W4415273522,first occurrence
W4413322380,Evaluation and Benchmarking the Agent Marketing Dialogue Scenarios with Large Language Models,kept,,W4413322380,first occurrence
W7155654753,Cyber Defense Benchmark: Agentic Threat Hunting Evaluation for LLMs in SecOps,kept,,W7155654753,first occurrence
W7130676340,"Evaluating Agentic Artificial Intelligence: A Comprehensive Survey of Metrics, Benchmarks, and Methodologies",kept,,W7130676340,first occurrence
W7155160457,Cyber Defense Benchmark: Agentic Threat Hunting Evaluation for LLMs in SecOps,dropped,exact_norm_title,W7155654753,duplicate of kept (exact_norm_title)
W7162947070,"GeoNatureAgent Benchmark - Evaluation Harness, Agent and Self-Hostable Geospatial API",kept,,W7162947070,first occurrence
W7117339587,A Benchmark for Evaluating Outcome-Driven Constraint Violations in Autonomous AI Agents,kept,,W7117339587,first occurrence
W7159998215,A Benchmark Framework for Evaluating Agentic AI Systems in Real-World Tasks,kept,,W7159998215,first occurrence
W4416150388,Collab-Overcooked: Benchmarking and Evaluating Large Language Models as Collaborative Agents,kept,,W4416150388,first occurrence
W7125188157,ATOD: An Evaluation Framework and Benchmark for Agentic Task-Oriented Dialogue Systems,kept,,W7125188157,first occurrence
W7137951192,Beyond Benchmark Islands: Toward Representative Trustworthiness Evaluation for Agentic AI,kept,,W7137951192,first occurrence
W7137951192,Beyond Benchmark Islands: Toward Representative Trustworthiness Evaluation for Agentic AI,dropped,exact_norm_title,W7139145494,lower precedence than duplicate (exact_norm_title)
W7132851809,The ARMER Framework: A Holistic Evaluation Benchmark for Autonomous AI Coding Agents,kept,,W7132851809,first occurrence
W4416150388,Collab-Overcooked: Benchmarking and Evaluating Large Language Models as Collaborative Agents,dropped,exact_norm_title,W4416036811,lower precedence than duplicate (exact_norm_title)
W7127740448,FinMTM: A Multi-Turn Multimodal Benchmark for Financial Reasoning and Agent Evaluation,kept,,W7127740448,first occurrence
W7162848763,"GeoNatureAgent Benchmark - Evaluation Harness, Agent and Self-Hostable Geospatial API",dropped,exact_norm_title,W7162947070,duplicate of kept (exact_norm_title)
W4414918422,Geak: Introducing Triton Kernel AI Agent &amp; Evaluation Benchmarks,kept,,W4414918422,first occurrence
W7128986119,Evaluating SPARQL-MCP-powered Intelligent Agents on the Federated KGQA Benchmark,kept,,W7128986119,first occurrence
W7148937781,ATBench: A Diverse and Realistic Agent Trajectory Benchmark for Safety Evaluation and Diagnosis,kept,,W7148937781,first occurrence
W4416365680,TRAJECT-Bench:A Trajectory-Aware Benchmark for Evaluating Agentic Tool Use,kept,,W4416365680,first occurrence
W7117078499,DEER: A Benchmark for Evaluating Deep Research Agents on Expert Report Generation,kept,,W7117078499,first occurrence
W7106786273,Collab-Overcooked: Benchmarking and Evaluating Large Language Models as Collaborative Agents,dropped,exact_norm_title,W4416036811,duplicate of kept (exact_norm_title)
W7125188157,ATOD: An Evaluation Framework and Benchmark for Agentic Task-Oriented Dialogue Systems,dropped,exact_norm_title,W7125352211,lower precedence than duplicate (exact_norm_title)
W4415281304,DITING: A Multi-Agent Evaluation Framework for Benchmarking Web Novel Translation,kept,,W4415281304,first occurrence
W7125877121,MalURLBench: A Benchmark Evaluating Agents' Vulnerabilities When Processing Web URLs,kept,,W7125877121,first occurrence
W7131846459,"Evaluating Agentic Artificial Intelligence: A Comprehensive Survey of Metrics, Benchmarks, and Methodologies",dropped,exact_norm_title,W7130676340,duplicate of kept (exact_norm_title)
W7116876396,DEER: A Benchmark for Evaluating Deep Research Agents on Expert Report Generation,dropped,exact_norm_title,W7117078499,duplicate of kept (exact_norm_title)
W7127606524,FinMTM: A Multi-Turn Multimodal Benchmark for Financial Reasoning and Agent Evaluation,dropped,exact_norm_title,W7127740448,duplicate of kept (exact_norm_title)
W4416037535,TelAgentBench: A Multi-faceted Benchmark for Evaluating LLM-based Agents in Telecommunications,kept,,W4416037535,first occurrence
W4407569433,PolicySimEval: A Benchmark for Evaluating Policy Outcomes through Agent-Based Simulation,kept,,W4407569433,first occurrence
W7162875968,"GeoNatureAgent Benchmark - Evaluation Harness, Agent and Self-Hostable Geospatial API",dropped,exact_norm_title,W7162947070,duplicate of kept (exact_norm_title)
W7117325524,A Benchmark for Evaluating Outcome-Driven Constraint Violations in Autonomous AI Agents,dropped,exact_norm_title,W7117339587,duplicate of kept (exact_norm_title)
W7132852810,The ARMER Framework: A Holistic Evaluation Benchmark for Autonomous AI Coding Agents,dropped,exact_norm_title,W7132851809,duplicate of kept (exact_norm_title)
W7125828518,MalURLBench: A Benchmark Evaluating Agents' Vulnerabilities When Processing Web URLs,dropped,exact_norm_title,W7125877121,duplicate of kept (exact_norm_title)
W4417309742,Benchmarking LLM Fairness: Multi-Agent Evaluators for Scalable Model Assessment,kept,,W4417309742,first occurrence
W7141541063,MolQuest: A Benchmark for Agentic Evaluation of Abductive Reasoning in Chemical Structure Elucidation,kept,,W7141541063,first occurrence
W7124227744,MirrorBench: A Benchmark to Evaluate Conversational User-Proxy Agents for Human-Likeness,kept,,W7124227744,first occurrence
W7141541063,MolQuest: A Benchmark for Agentic Evaluation of Abductive Reasoning in Chemical Structure Elucidation,dropped,exact_norm_title,W7142557584,lower precedence than duplicate (exact_norm_title)
W7148937781,ATBench: A Diverse and Realistic Agent Trajectory Benchmark for Safety Evaluation and Diagnosis,dropped,exact_norm_title,W7149873525,lower precedence than duplicate (exact_norm_title)
W4416936454,CryptoBench: A Dynamic Benchmark for Expert-Level Evaluation of LLM Agents in Cryptocurrency,kept,,W4416936454,first occurrence
W7124180562,MirrorBench: A Benchmark to Evaluate Conversational User-Proxy Agents for Human-Likeness,dropped,exact_norm_title,W7124227744,duplicate of kept (exact_norm_title)
W7159956031,A Benchmark Framework for Evaluating Agentic AI Systems in Real-World Tasks,dropped,exact_norm_title,W7159998215,duplicate of kept (exact_norm_title)
W7159937891,A Benchmark Framework for Evaluating Agentic AI Systems in Real-World Tasks,dropped,exact_norm_title,W7159998215,duplicate of kept (exact_norm_title)
W7162184493,MoralityGym: A Benchmark for Evaluating Hierarchical Moral Alignment in Sequential Decision-Making Agents,kept,,W7162184493,first occurrence
W4415743578,RefuteBench 2.0 – Agentic Benchmark for Dynamic Evaluation of LLM Responses to Refutation Instruction,kept,,W4415743578,first occurrence
W7162817670,"KVoiceBench, KOpenAudioBench, and KMMAU: Agent-Driven Korean Speech Benchmarks for Evaluating SpeechLMs",kept,,W7162817670,first occurrence
W7106819886,Orak: A Foundational Benchmark for Training and Evaluating LLM Agents on Diverse Video Games,kept,,W7106819886,first occurrence
W7155014488,RevOpsBench: A Large-Scale Benchmark for Evaluating LLM Agents on Enterprise CRM Operations,kept,,W7155014488,first occurrence
W7163414329,What Benchmarks Don't Measure: The Case for Evaluating Abstention Competence in Autonomous Agents,kept,,W7163414329,first occurrence
W7163414329,What Benchmarks Don't Measure: The Case for Evaluating Abstention Competence in Autonomous Agents,dropped,exact_norm_title,W7163595422,lower precedence than duplicate (exact_norm_title)
W4415328836,X-WebAgentBench: A Multilingual Interactive Web Benchmark for Evaluating Global Agentic System,dropped,exact_norm_title,W4412887847,duplicate of kept (exact_norm_title)
W7160527034,PARAMETR-Bench: Procedural Benchmarking Framework for Agentic AI Evaluation on Scientific Tasks,kept,,W7160527034,first occurrence
W7131910535,MobilityBench: A Benchmark for Evaluating Route-Planning Agents in Real-World Mobility Scenarios,kept,,W7131910535,first occurrence
W7133365192,ClarEval: A Benchmark for Evaluating Clarification Skills of Code Agents under Ambiguous Instructions,kept,,W7133365192,first occurrence
W7131859348,MobilityBench: A Benchmark for Evaluating Route-Planning Agents in Real-World Mobility Scenarios,dropped,exact_norm_title,W7131910535,duplicate of kept (exact_norm_title)
W7142558098,Rethinking Failure Attribution in Multi-Agent Systems: A Multi-Perspective Benchmark and Evaluation,kept,,W7142558098,first occurrence
W4417144643,PRiSM: An Agentic Multimodal Benchmark for Scientific Reasoning via Python-Grounded Evaluation,kept,,W4417144643,first occurrence
W7163158750,TravelEval: A Comprehensive Benchmarking Framework for Evaluating LLM-Powered Travel Planning Agents,kept,,W7163158750,first occurrence
W7154059984,SEA-Eval: A Benchmark for Evaluating Self-Evolving Agents Beyond Episodic Assessment,kept,,W7154059984,first occurrence
W7160502570,PARAMETR-Bench: Procedural Benchmarking Framework for Agentic AI Evaluation on Scientific Tasks,dropped,exact_norm_title,W7160527034,duplicate of kept (exact_norm_title)
W4416223248,BioVerge: A Comprehensive Benchmark and Study of Self-Evaluating Agents for Biomedical Hypothesis Generation,kept,,W4416223248,first occurrence
W7158294903,AgentOps-Bench: A Reproducible Benchmark for Operational Evaluation of Tool-Using LLM Agents,kept,,W7158294903,first occurrence
W4416053126,ELT-Bench: An End-to-End Benchmark for Evaluating AI Agents on ELT Pipelines,kept,,W4416053126,first occurrence
W4415188809,RefuteBench 2.0 -- Agentic Benchmark for Dynamic Evaluation of LLM Responses to Refutation Instruction,dropped,exact_norm_title,W4415743578,duplicate of kept (exact_norm_title)
W7154059984,SEA-Eval: A Benchmark for Evaluating Self-Evolving Agents Beyond Episodic Assessment,dropped,exact_norm_title,W7154427184,lower precedence than duplicate (exact_norm_title)
W7158016081,AgentOps-Bench: A Reproducible Benchmark for Operational Evaluation of Tool-Using LLM Agents,dropped,exact_norm_title,W7158294903,duplicate of kept (exact_norm_title)
W7163183140,TimeSage-MT: A Multi-Turn Benchmark for Evaluating Agentic Time Series Reasoning,kept,,W7163183140,first occurrence
W7157799210,AgentOps-Bench: A Reproducible Benchmark for Operational Evaluation of Tool-Using LLM Agents,dropped,exact_norm_title,W7158294903,duplicate of kept (exact_norm_title)
W7139098835,"""Power-Flow Benchmark for LLM-based Power System Agent Evaluation (PFBench)""",kept,,W7139098835,first occurrence
W4416176141,BrowseComp-Plus: A More Fair and Transparent Evaluation Benchmark of Deep-Research Agent,kept,,W4416176141,first occurrence
W7141713967,Rethinking Failure Attribution in Multi-Agent Systems: A Multi-Perspective Benchmark and Evaluation,dropped,exact_norm_title,W7142558098,duplicate of kept (exact_norm_title)
W7162654538,"KVoiceBench, KOpenAudioBench, and KMMAU: Agent-Driven Korean Speech Benchmarks for Evaluating SpeechLMs",dropped,exact_norm_title,W7162817670,duplicate of kept (exact_norm_title)
W7163158750,TravelEval: A Comprehensive Benchmarking Framework for Evaluating LLM-Powered Travel Planning Agents,dropped,exact_norm_title,W7163529392,lower precedence than duplicate (exact_norm_title)
W7129245409,MoralityGym: A Benchmark for Evaluating Hierarchical Moral Alignment in Sequential Decision-Making Agents,dropped,exact_norm_title,W7162184493,duplicate of kept (exact_norm_title)
W7163183140,TimeSage-MT: A Multi-Turn Benchmark for Evaluating Agentic Time Series Reasoning,dropped,exact_norm_title,W7163595508,lower precedence than duplicate (exact_norm_title)
W7130236363,MoralityGym: A Benchmark for Evaluating Hierarchical Moral Alignment in Sequential Decision-Making Agents,dropped,exact_norm_title,W7162184493,duplicate of kept (exact_norm_title)
W4416053126,ELT-Bench: An End-to-End Benchmark for Evaluating AI Agents on ELT Pipelines,dropped,exact_norm_title,W7137814683,lower precedence than duplicate (exact_norm_title)
W7160799148,PARAMETR-Bench: Procedural Benchmarking Framework for Agentic AI Evaluation on Scientific Tasks,dropped,exact_norm_title,W7160527034,duplicate of kept (exact_norm_title)
W7133295532,ClarEval: A Benchmark for Evaluating Clarification Skills of Code Agents under Ambiguous Instructions,dropped,exact_norm_title,W7133365192,duplicate of kept (exact_norm_title)
W7124845467,"Supplementary Materials for the Paper ""Agentic SPARQL: Evaluating SPARQL-MCP-powered Intelligent Agents on the Federated",kept,,W7124845467,first occurrence
W7124843433,"Supplementary Materials for the Paper ""Agentic SPARQL: Evaluating SPARQL-MCP-powered Intelligent Agents on the Federated",dropped,exact_norm_title,W7124845467,duplicate of kept (exact_norm_title)
W7106834915,Auto-SLURP: A Benchmark Dataset for Evaluating Multi-Agent Frameworks in Smart Personal Assistant,kept,,W7106834915,first occurrence
W7160472407,CTFExplorer: Evaluating LLM Offensive Agents Through Open-Environment Web CTF Benchmarking,kept,,W7160472407,first occurrence
W7160797668,CTFExplorer: Evaluating LLM Offensive Agents Through Multi-Target Web CTF Benchmarking,kept,,W7160797668,first occurrence
W4416034659,Auto-SLURP: A Benchmark Dataset for Evaluating Multi-Agent Frameworks in Smart Personal Assistant,dropped,exact_norm_title,W7106834915,duplicate of kept (exact_norm_title)
W4402705366,BattleAgentBench: A Benchmark for Evaluating Cooperation and Competition Capabilities of Language Models in Multi-Agent ,kept,,W4402705366,first occurrence
W7117959349,MCPAgentBench: A Real-world Task Benchmark for Evaluating LLM Agent MCP Tool Use,kept,,W7117959349,first occurrence
W7139144877,CTI-REALM: Benchmark to Evaluate Agent Performance on Security Detection Rule Generation Capabilities,kept,,W7139144877,first occurrence
W7144391607,A Benchmark for Evaluating Repository-Level Code Agents with Intermediate Reasoning on Feature Addition Task,kept,,W7144391607,first occurrence
W7124358304,MPCI-Bench: A Benchmark for Multimodal Pairwise Contextual Integrity Evaluation of Language Model Agents,kept,,W7124358304,first occurrence
W7137986111,CTI-REALM: Benchmark to Evaluate Agent Performance on Security Detection Rule Generation Capabilities,dropped,exact_norm_title,W7139144877,duplicate of kept (exact_norm_title)
W7124171380,MPCI-Bench: A Benchmark for Multimodal Pairwise Contextual Integrity Evaluation of Language Model Agents,dropped,exact_norm_title,W7124358304,duplicate of kept (exact_norm_title)
W7117959349,MCPAgentBench: A Real-world Task Benchmark for Evaluating LLM Agent MCP Tool Use,dropped,exact_norm_title,W7118051651,lower precedence than duplicate (exact_norm_title)
W4416381148,Auto-SLURP: A Benchmark Dataset for Evaluating Multi-Agent Frameworks in Smart Personal Assistant,dropped,exact_norm_title,W7106834915,duplicate of kept (exact_norm_title)
W4415333634,RAS-Eval: A Comprehensive Benchmark for Security Evaluation of LLM Agents in Real-World Environments,kept,,W4415333634,first occurrence
W7128506643,CTFExplorer: Evaluating LLM Offensive Agents Through Multi-Target Web CTF Benchmarking,dropped,exact_norm_title,W7160797668,duplicate of kept (exact_norm_title)
W7162203150,EPOB: End-to-End Project Orchestration Benchmark - Evaluating Multi-Agent AI Frameworks,kept,,W7162203150,first occurrence
W7126123574,Mem2ActBench: A Benchmark for Evaluating Long-Term Memory Utilization in Task-Oriented Autonomous Agents,kept,,W7126123574,first occurrence
W7162196104,EPOB: End-to-End Project Orchestration Benchmark - Evaluating Multi-Agent AI Frameworks,dropped,exact_norm_title,W7162203150,duplicate of kept (exact_norm_title)
W7162605365,When the Manual Lies: A Realistic Benchmark to Evaluate MCP Poisoning Attacks for LLM Agents,kept,,W7162605365,first occurrence
W7128556164,CTFExplorer: Evaluating LLM Offensive Agents Through Multi-Target Web CTF Benchmarking,dropped,exact_norm_title,W7160797668,duplicate of kept (exact_norm_title)
W7126100092,Mem2ActBench: A Benchmark for Evaluating Long-Term Memory Utilization in Task-Oriented Autonomous Agents,dropped,exact_norm_title,W7126123574,duplicate of kept (exact_norm_title)
W4417101201,VCB Bench: An Evaluation Benchmark for Audio-Grounded Large Language Model Conversational Agents,kept,,W4417101201,first occurrence
W7143317080,A Benchmark for Evaluating Repository-Level Code Agents with Intermediate Reasoning on Feature Addition Task,dropped,exact_norm_title,W7144391607,duplicate of kept (exact_norm_title)
W7106802973,CostNav: A Navigation Benchmark for Real-World Economic-Cost Evaluation of Physical AI Agents,kept,,W7106802973,first occurrence
W7146976005,MedResearchBench: A Multi-Domain Benchmark for Evaluating AI Research Agents on Clinical Medical Research,kept,,W7146976005,first occurrence
W7162412584,When the Manual Lies: A Realistic Benchmark to Evaluate MCP Poisoning Attacks for LLM Agents,dropped,exact_norm_title,W7162605365,duplicate of kept (exact_norm_title)
W7128865110,Agent-Diff: Benchmarking LLM Agents on Enterprise API Tasks via Code Execution with State-Diff-Based Evaluation,kept,,W7128865110,first occurrence
W7128767013,Agent-Diff: Benchmarking LLM Agents on Enterprise API Tasks via Code Execution with State-Diff-Based Evaluation,dropped,exact_norm_title,W7128865110,duplicate of kept (exact_norm_title)
W4414930379,Toward the Autonomous AI Doctor: Quantitative Benchmarking of an Autonomous Agentic AI Versus Board-Certified Clinicians,dropped,exact_norm_title,W4413065709,duplicate of kept (exact_norm_title)
W7116978705,ReX-MLE: The Autonomous Agent Benchmark for Medical Imaging Challenges,dropped,exact_norm_title,W7117079325,duplicate of kept (exact_norm_title)
W4404350111,AndroidLab: Training and Systematic Benchmarking of Android Autonomous Agents,dropped,exact_norm_title,W4412886821,duplicate of kept (exact_norm_title)
W7160710355,macbench: A macOS-Native Computer-Use Benchmark for Autonomous Agents,kept,,W7160710355,first occurrence
W7161829970,AgentKillChain: A Controlled Benchmark for Persistent Compromise in Autonomous AI Agents,kept,,W7161829970,first occurrence
W7162218162,"Benchmarking Autonomous Agents against Temporal, Spatial, and Semantic Evasions",kept,,W7162218162,first occurrence
W7160695380,macbench: A macOS-Native Computer-Use Benchmark for Autonomous Agents,dropped,exact_norm_title,W7160710355,duplicate of kept (exact_norm_title)
W7161813925,AgentKillChain: A Controlled Benchmark for Persistent Compromise in Autonomous AI Agents,dropped,exact_norm_title,W7161829970,duplicate of kept (exact_norm_title)
W7160771635,macbench: A macOS-Native Computer-Use Benchmark for Autonomous Agents,dropped,exact_norm_title,W7160710355,duplicate of kept (exact_norm_title)
W7162091758,"Benchmarking Autonomous Agents against Temporal, Spatial, and Semantic Evasions",dropped,exact_norm_title,W7162218162,duplicate of kept (exact_norm_title)
W4414835304,Vending-Bench: A Benchmark for Long-Term Coherence of Autonomous Agents,kept,,W4414835304,first occurrence
W7135081437,Benchmarking Offensive AI Agents Through the Autonomous Attack Chain,kept,,W7135081437,first occurrence
W7160714918,macbench: A macOS-Native Computer-Use Benchmark for Autonomous Agents,dropped,exact_norm_title,W7160710355,duplicate of kept (exact_norm_title)
W7117141286,MobileWorld: Benchmarking Autonomous Mobile Agents in Agent-User Interactive and MCP-Augmented Environments,kept,,W7117141286,first occurrence
W7117141286,MobileWorld: Benchmarking Autonomous Mobile Agents in Agent-User Interactive and MCP-Augmented Environments,dropped,exact_norm_title,W7117174080,lower precedence than duplicate (exact_norm_title)
W4417046187,EconWebArena: Benchmarking Autonomous Agents on Economic Tasks in Realistic Web Environments,kept,,W4417046187,first occurrence
W7147435254,Meta-reasoning in autonomous agents: performance gains across benchmarks and models,kept,,W7147435254,first occurrence
W7115592956,AI-Trader: Benchmarking Autonomous Agents in Real-Time Financial Markets,kept,,W7115592956,first occurrence
W7133218962,"BENCHMARKING AUTONOMOUS SOFTWARE DEVELOPMENT AGENTS: TASKS, METRICS, AND FAILURE MODES",kept,,W7133218962,first occurrence
W7115592956,AI-Trader: Benchmarking Autonomous Agents in Real-Time Financial Markets,dropped,exact_norm_title,W7115607823,lower precedence than duplicate (exact_norm_title)
W4392341754,OmniACT: A Dataset and Benchmark for Enabling Multimodal Generalist Autonomous Agents for Desktop and Web,dropped,exact_norm_title,W4404545083,duplicate of kept (exact_norm_title)
W7124742307,AgencyBench: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,kept,,W7124742307,first occurrence
W7124742307,AgencyBench: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,dropped,exact_norm_title,W7124817598,lower precedence than duplicate (exact_norm_title)
W7159664575,WindowsWorld: A Process-Centric Benchmark of Autonomous GUI Agents in Professional Cross-Application Environments,kept,,W7159664575,first occurrence
W7159664575,WindowsWorld: A Process-Centric Benchmark of Autonomous GUI Agents in Professional Cross-Application Environments,dropped,exact_norm_title,W7159891370,lower precedence than duplicate (exact_norm_title)
W4414937531,Towards Autonomous UAV Visual Object Search in City Space: Benchmark and Agentic Methodology,kept,,W4414937531,first occurrence
W4414937531,Towards Autonomous UAV Visual Object Search in City Space: Benchmark and Agentic Methodology,dropped,exact_norm_title,W7138449667,lower precedence than duplicate (exact_norm_title)
W7128643447,SWE-AGI: Benchmarking Specification-Driven Software Construction with MoonBit in the Era of Autonomous Agents,kept,,W7128643447,first occurrence
W7128643447,SWE-AGI: Benchmarking Specification-Driven Software Construction with MoonBit in the Era of Autonomous Agents,dropped,exact_norm_title,W7128745601,lower precedence than duplicate (exact_norm_title)
W7163023468,The Agentic Governance Benchmark: A Standardized Framework for Measuring Runtime Governance Enforcement in Autonomous AI,kept,,W7163023468,first occurrence
W7163042476,The Agentic Governance Benchmark: A Standardized Framework for Measuring Runtime Governance Enforcement in Autonomous AI,dropped,exact_norm_title,W7163023468,duplicate of kept (exact_norm_title)
W7125734338,AgentDrive: An Open Benchmark Dataset for Agentic AI Reasoning with LLM-Generated Scenarios in Autonomous Systems,kept,,W7125734338,first occurrence
W7162149794,WildRoadBench: A Wild Aerial Road-Damage Grounding Benchmark for Vision-Language Models and Autonomous Agents,kept,,W7162149794,first occurrence
W7125734338,AgentDrive: An Open Benchmark Dataset for Agentic AI Reasoning with LLM-Generated Scenarios in Autonomous Systems,dropped,exact_norm_title,W7125760129,lower precedence than duplicate (exact_norm_title)
W7161993734,WildRoadBench: A Wild Aerial Road-Damage Grounding Benchmark for Vision-Language Models and Autonomous Agents,dropped,exact_norm_title,W7162149794,duplicate of kept (exact_norm_title)
W7147176258,FROM BENCHMARK SCORES TO DEPLOYMENT READINESS: A JOURNAL-SCALE EVALUATION FRAMEWORK FOR AUTONOMOUS SOFTWARE DEVELOPMENT ,kept,,W7147176258,first occurrence
W4416239873,nuPlan-R: A Closed-Loop Planning Benchmark for Autonomous Driving via Reactive Multi-Agent Simulation,kept,,W4416239873,first occurrence
W7134884971,From Benchmark Scores to Deployment Readiness: A Journal-scale Evaluation Framework for Autonomous Software Development ,dropped,exact_norm_title,W7147176258,duplicate of kept (exact_norm_title)
W7134889447,From Benchmark Scores to Deployment Readiness: A Journal-scale Evaluation Framework for Autonomous Software Development ,dropped,exact_norm_title,W7147176258,duplicate of kept (exact_norm_title)
W7163190069,"""I Strongly Suspect This Website Is a Scam"": Benchmarking PII Leakage and Detection without Defense in Autonomous Web Ag",kept,,W7163190069,first occurrence
W7163190069,"""I Strongly Suspect This Website Is a Scam"": Benchmarking PII Leakage and Detection without Defense in Autonomous Web Ag",dropped,exact_norm_title,W7163598350,lower precedence than duplicate (exact_norm_title)
W4416343976,UAVBench: An Open Benchmark Dataset for Autonomous and Agentic AI UAV Systems via LLM-Generated Flight Scenarios,kept,,W4416343976,first occurrence
W7141595944,"Emergent Autonomous Sub-Agent Spawning in LLM-Based Multi-Agent Software Engineering Systems:An Empirical Case Study, Co",kept,,W7141595944,first occurrence
W7162448080,Automated Benchmark Auditing for AI Agents and Large Language Models,kept,,W7162448080,first occurrence
W7162448080,Automated Benchmark Auditing for AI Agents and Large Language Models,dropped,exact_norm_title,W7162699468,lower precedence than duplicate (exact_norm_title)
W4415336831,Multilingual Text-to-SQL: Benchmarking the Limits of Language Models with Collaborative Language Agents,dropped,exact_norm_title,W7127718823,duplicate of kept (exact_norm_title)
W4416453502,AGENTIF: Benchmarking Instruction Following of Large Language Models in Agentic Scenarios,kept,,W4416453502,first occurrence
W4417034780,Benchmark for Planning and Control with Large Language Model Agents: Blocksworld with Model Context Protocol,kept,,W4417034780,first occurrence
W7131851703,SUPERGLASSES: Benchmarking Vision Language Models as Intelligent Agents for AI Smart Glasses,kept,,W7131851703,first occurrence
W7138048834,CO-Bench: Benchmarking Language Model Agents in Algorithm Search for Combinatorial Optimization,kept,,W7138048834,first occurrence
W4416125967,CO-Bench: Benchmarking Language Model Agents in Algorithm Search for Combinatorial Optimization,dropped,exact_norm_title,W7138048834,duplicate of kept (exact_norm_title)
W7155167141,Benchmarking Agentic Large Language Models for Complex Protein-Set Functional Annotation,kept,,W7155167141,first occurrence
W7131851703,SUPERGLASSES: Benchmarking Vision Language Models as Intelligent Agents for AI Smart Glasses,dropped,exact_norm_title,W7131909723,lower precedence than duplicate (exact_norm_title)
W7154920586,Benchmarking traditional and large language model-based agents in multi-issue bilateral negotiation,kept,,W7154920586,first occurrence
W7106827608,ResearchArena: Benchmarking Large Language Models’ Ability to Collect and Organize Information as Research Agents,dropped,exact_norm_title,W4416035065,duplicate of kept (exact_norm_title)
W4403363924,DA-Code: Agent Data Science Code Generation Benchmark for Large Language Models,dropped,exact_norm_title,W4404782852,duplicate of kept (exact_norm_title)
W4399795604,ResearchArena: Benchmarking Large Language Models' Ability to Collect and Organize Information as Research Agents,dropped,exact_norm_title,W4416035065,duplicate of kept (exact_norm_title)
W7117997203,Language Model Agents Under Attack: A Cross Model-Benchmark of Profit-Seeking Behaviors in Customer Service,kept,,W7117997203,first occurrence
W7117997203,Language Model Agents Under Attack: A Cross Model-Benchmark of Profit-Seeking Behaviors in Customer Service,dropped,exact_norm_title,W7118051512,lower precedence than duplicate (exact_norm_title)
W7154708980,ATCMD-Bench: Agentic Traditional Chinese Medicine diagnosis benchmark for Large Language Models via multi-agent simulati,kept,,W7154708980,first occurrence
W4417084250,Software Development Life Cycle Perspective: A Survey of Benchmarks for Code Large Language Models and Agents,kept,,W4417084250,first occurrence
W7106852193,SWE-MERA: A Dynamic Benchmark for Agenticly Evaluating Large Language Models on Software Engineering Tasks,kept,,W7106852193,first occurrence
W7109951737,RepoCBench: A Benchmark for C-Oriented Repository-Level Code Generation with Large Language Models and Agents,kept,,W7109951737,first occurrence
W4414944514,SWE-MERA: A Dynamic Benchmark for Agenticly Evaluating Large Language Models on Software Engineering Tasks,dropped,exact_norm_title,W7106852193,duplicate of kept (exact_norm_title)
W4416037879,SWE-MERA: A Dynamic Benchmark for Agenticly Evaluating Large Language Models on Software Engineering Tasks,dropped,exact_norm_title,W7106852193,duplicate of kept (exact_norm_title)
W7133364975,"LiveCultureBench: a Multi-Agent, Multi-Cultural Benchmark for Large Language Models in Dynamic Social Simulations",kept,,W7133364975,first occurrence
W7140223639,Evaluating Large Language Models as Domain-Specific Retrieval Agents: A Study on Cybersecurity Challenge Benchmarks,kept,,W7140223639,first occurrence
W7130319306,"Beyond Benchmarks: Dynamic, Automatic And Systematic Red-Teaming Agents For Trustworthy Medical Language Models",dropped,exact_norm_title,W4417161986,duplicate of kept (exact_norm_title)
W7133326876,"LiveCultureBench: a Multi-Agent, Multi-Cultural Benchmark for Large Language Models in Dynamic Social Simulations",dropped,exact_norm_title,W7133364975,duplicate of kept (exact_norm_title)
W4417210845,"MedBench v4: A Robust and Scalable Benchmark for Evaluating Chinese Medical Language Models, Multimodal Models, and Inte",kept,,W4417210845,first occurrence
W7147202204,Benchmark Evaluation of a Tool-Augmented Large Language Model Agent Using Traditional Asian Medicine Metadata,kept,,W7147202204,first occurrence
W7106830674,TP-RAG: Benchmarking Retrieval-Augmented Large Language Model Agents for Spatiotemporal-Aware Travel Planning,dropped,exact_norm_title,W4416036629,duplicate of kept (exact_norm_title)
W4416780959,409P Benchmarking performance of reasoning large language models and agent workflows on complex clinical case domains,kept,,W4416780959,first occurrence
W4414829544,TP-RAG: Benchmarking Retrieval-Augmented Large Language Model Agents for Spatiotemporal-Aware Travel Planning,dropped,exact_norm_title,W4416036629,duplicate of kept (exact_norm_title)
