oa_id,title,year,type,venue,cited_by_count,screen_pass,decision,exclusion_code,confidence,machine_or_human,has_agent,has_eval,introduces,rationale
W4414815214,The Social Laboratory: A Psychometric Framework for Multi-Agent LLM Evaluation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416831914,ExCyTIn-Bench: Evaluating LLM agents on Cyber Threat Investigation,2025,preprint,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7148673145,A Multi-Evaluator Behavioural Governance Framework for LLM Agent Deployment,2026,preprint,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4416238405,Continuous Benchmark Generation for Evaluating Enterprise-scale LLM Agents,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7133365555,RAVEL: Reasoning Agents for Validating and Evaluating LLM Text Synthesis,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7116300544,SkillSciBench: CASCADE Benchmark for Evaluating LLM Agents on Scientific Tasks,2025,dataset,Figshare,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4386936528,Evaluating the Usability of an LLM-Aided Hybrid Avatar Agent System,2023,article,Journal of Korea Multimedia Society,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4417253791,SOP-Bench: Complex Industrial SOPs for Evaluating LLM Agents,2025,preprint,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7160457544,PhysicianBench: Evaluating LLM Agents in Real-World EHR Environments,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4414891524,AgentAuditor: Human-Level Safety and Security Evaluation for LLM Agents,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7154789354,Can Agents Secure Hardware? Evaluating Agentic LLM-Driven Obfuscation for IP Protection,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7162818531,Got a Secret? LLM Agents Can't Keep It: Evaluating Privacy in Multi-Agent Systems,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7154449004,"Multi-Agent LLM Systems: Architectures, Coordination, and Evaluation in the Agentic AI Era of 2025",2025,article,Zenodo (CERN European Organization for Nuclear Research),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7128745230,ISD-Agent-Bench: A Comprehensive Benchmark for Evaluating LLM-based Instructional Design Agents,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7160867875,Virtual Machines for DeepRed: Partial-Credit Evaluation of LLM Agents in CTFs,2026,dataset,4TU.ResearchData,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4416858656,GVGAI-LLM: Evaluating Large Language Model Agents with Infinite Games,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7143544910,AgentCollab: A Self-Evaluation-Driven Collaboration Paradigm for Efficient LLM Agents,2026,preprint,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7155691767,"&lt;p&gt;Medbench V4: A Robust and Scalable Benchmark for Evaluating Chinese Medical Language Models, Multimodal Models, and Intelligent Agents&lt;span&gt;&lt;/",2026,preprint,SSRN Electronic Journal,1,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7161092126,Agent-ValueBench: A Comprehensive Benchmark for Evaluating Agent Values,2026,article,ArXiv.org,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4415330314,FindingDory: A Benchmark to Evaluate Memory in Embodied Agents,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7127542634,OmniCode: A Benchmark for Evaluating Software Engineering Agents,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4415872204,MAGPIE: A benchmark for Multi-AGent contextual PrIvacy Evaluation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4412944213,GitGoodBench: A Novel Benchmark For Evaluating Agentic Performance On Git,2025,article,,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7154427584,SAGE: A Service Agent Graph-guided Evaluation Benchmark,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4414561387,WebMall -- A Multi-Shop Benchmark for Evaluating Web Agents,2025,preprint,arXiv (Cornell University),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7124430073,BEDI: a comprehensive benchmark for evaluating embodied agents on UAVs,2026,article,ISPRS Journal of Photogrammetry and Remote Sensing,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4414968681,WAREX: Web Agent Reliability Evaluation on Existing Benchmarks,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4404088402,SPA-Bench: A Comprehensive Benchmark for SmartPhone Agent Evaluation,2024,preprint,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4415086959,AgentArch: A Comprehensive Benchmark to Evaluate Agent Architectures in Enterprise,2025,preprint,ArXiv.org,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7154427319,Litmus (Re)Agent: A Benchmark and Agentic System for Predictive Evaluation of Multilingual Models,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7153488441,NetAgentBench: A State-Centric Benchmark for Evaluating Agentic Network Configuration,2026,article,,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7131319298,Evaluation and Benchmarking Suite for Financial Large Language Models and Agents,2026,article,arXiv (Cornell University),0,A,excluded,EC1,heuristic,machine,True,True,True,matched EC1_general_nlp
W7163175226,The MJ Benchmark: Evaluating the extent of real-world agentic capabilities,2026,report,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4403363409,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,2024,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7155245052,AJ-Bench: Benchmarking Agent-as-a-Judge for Environment-Aware Evaluation,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4414972585,FreshBrew: A Benchmark for Evaluating AI Agents on Java Code Migration,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416056794,CUARewardBench: A Benchmark for Evaluating Reward Models on Computer-using Agent,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7161090665,"WildClawBench: A Benchmark for Real-World, Long-Horizon Agent Evaluation",2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7106862910,CostNav: A Navigation Benchmark for Cost-Aware Evaluation of Embodied Agents,2025,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7131319680,CIBER: A Comprehensive Benchmark for Security Evaluation of Code Interpreter Agents,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416189150,ResearchRubrics: A Benchmark of Prompts and Rubrics For Evaluating Deep Research Agents,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7160458509,Foresight Arena: An On-Chain Benchmark for Evaluating AI Forecasting Agents,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7149873954,ProdCodeBench: A Production-Derived Benchmark for Evaluating AI Coding Agents,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416117351,"Evaluating and Regulating Agentic AI: A Study of Benchmarks, Metrics, and Regulation",2025,article,,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7151673523,AgentHazard: A Benchmark for Evaluating Harmful Behavior in Computer-Use Agents,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4417400732,Evaluation and Benchmarking of Generative and Agentic AI Systems: A Comprehensive Survey,2025,article,,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7148176210,SciVisAgentBench: A Benchmark for Evaluating Scientific Data Analysis and Visualization Agents,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7155527102,From benchmarks to deployment: a comprehensive review of agentic AI evaluation,2026,article,Artificial Intelligence Review,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7161090219,Can Agent Benchmarks Support Their Scores? Evidence-Supported Bounds for Interactive-Agent Evaluation,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7134861398,Agentic SPARQL: Evaluating SPARQL-MCP-powered Intelligent Agents on the Federated KGQA Benchmark,2026,article,arXiv (Cornell University),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4415273522,Saving SWE-Bench: A Benchmark Mutation Approach for Realistic Agent Evaluation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4413322380,Evaluation and Benchmarking the Agent Marketing Dialogue Scenarios with Large Language Models,2025,article,,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7155654753,Cyber Defense Benchmark: Agentic Threat Hunting Evaluation for LLMs in SecOps,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7130676340,"Evaluating Agentic Artificial Intelligence: A Comprehensive Survey of Metrics, Benchmarks, and Methodologies",2026,article,,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7162947070,"GeoNatureAgent Benchmark - Evaluation Harness, Agent and Self-Hostable Geospatial API",2026,other,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7117339587,A Benchmark for Evaluating Outcome-Driven Constraint Violations in Autonomous AI Agents,2025,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7159998215,A Benchmark Framework for Evaluating Agentic AI Systems in Real-World Tasks,2026,article,Zenodo (CERN European Organization for Nuclear Research),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416036811,Collab-Overcooked: Benchmarking and Evaluating Large Language Models as Collaborative Agents,2025,article,,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7125352211,ATOD: An Evaluation Framework and Benchmark for Agentic Task-Oriented Dialogue Systems,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7139145494,Beyond Benchmark Islands: Toward Representative Trustworthiness Evaluation for Agentic AI,2026,article,ArXiv.org,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7132851809,The ARMER Framework: A Holistic Evaluation Benchmark for Autonomous AI Coding Agents,2026,preprint,Open MIND,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7127740448,FinMTM: A Multi-Turn Multimodal Benchmark for Financial Reasoning and Agent Evaluation,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4414918422,Geak: Introducing Triton Kernel AI Agent &amp; Evaluation Benchmarks,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7128986119,Evaluating SPARQL-MCP-powered Intelligent Agents on the Federated KGQA Benchmark,2026,other,Open MIND,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7149873525,ATBench: A Diverse and Realistic Agent Trajectory Benchmark for Safety Evaluation and Diagnosis,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416365680,TRAJECT-Bench:A Trajectory-Aware Benchmark for Evaluating Agentic Tool Use,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7117078499,DEER: A Benchmark for Evaluating Deep Research Agents on Expert Report Generation,2025,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4415281304,DITING: A Multi-Agent Evaluation Framework for Benchmarking Web Novel Translation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7125877121,MalURLBench: A Benchmark Evaluating Agents' Vulnerabilities When Processing Web URLs,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416037535,TelAgentBench: A Multi-faceted Benchmark for Evaluating LLM-based Agents in Telecommunications,2025,article,,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4407569433,PolicySimEval: A Benchmark for Evaluating Policy Outcomes through Agent-Based Simulation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4417309742,Benchmarking LLM Fairness: Multi-Agent Evaluators for Scalable Model Assessment,2025,preprint,Preprints.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7142557584,MolQuest: A Benchmark for Agentic Evaluation of Abductive Reasoning in Chemical Structure Elucidation,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7124227744,MirrorBench: A Benchmark to Evaluate Conversational User-Proxy Agents for Human-Likeness,2026,article,,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416936454,CryptoBench: A Dynamic Benchmark for Expert-Level Evaluation of LLM Agents in Cryptocurrency,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7162184493,MoralityGym: A Benchmark for Evaluating Hierarchical Moral Alignment in Sequential Decision-Making Agents,2026,article,,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4415743578,RefuteBench 2.0 – Agentic Benchmark for Dynamic Evaluation of LLM Responses to Refutation Instruction,2025,article,IEEE Transactions on Audio Speech and Language Processing,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7162817670,"KVoiceBench, KOpenAudioBench, and KMMAU: Agent-Driven Korean Speech Benchmarks for Evaluating SpeechLMs",2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7106819886,Orak: A Foundational Benchmark for Training and Evaluating LLM Agents on Diverse Video Games,2025,other,Open MIND,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7155014488,RevOpsBench: A Large-Scale Benchmark for Evaluating LLM Agents on Enterprise CRM Operations,2026,article,,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7163595422,What Benchmarks Don't Measure: The Case for Evaluating Abstention Competence in Autonomous Agents,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7160527034,PARAMETR-Bench: Procedural Benchmarking Framework for Agentic AI Evaluation on Scientific Tasks,2026,other,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7131910535,MobilityBench: A Benchmark for Evaluating Route-Planning Agents in Real-World Mobility Scenarios,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7133365192,ClarEval: A Benchmark for Evaluating Clarification Skills of Code Agents under Ambiguous Instructions,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7142558098,Rethinking Failure Attribution in Multi-Agent Systems: A Multi-Perspective Benchmark and Evaluation,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4417144643,PRiSM: An Agentic Multimodal Benchmark for Scientific Reasoning via Python-Grounded Evaluation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7163529392,TravelEval: A Comprehensive Benchmarking Framework for Evaluating LLM-Powered Travel Planning Agents,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7154427184,SEA-Eval: A Benchmark for Evaluating Self-Evolving Agents Beyond Episodic Assessment,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4416223248,BioVerge: A Comprehensive Benchmark and Study of Self-Evaluating Agents for Biomedical Hypothesis Generation,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7158294903,AgentOps-Bench: A Reproducible Benchmark for Operational Evaluation of Tool-Using LLM Agents,2026,other,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7137814683,ELT-Bench: An End-to-End Benchmark for Evaluating AI Agents on ELT Pipelines,2025,article,Proceedings of the VLDB Endowment,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7163595508,TimeSage-MT: A Multi-Turn Benchmark for Evaluating Agentic Time Series Reasoning,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7139098835,"""Power-Flow Benchmark for LLM-based Power System Agent Evaluation (PFBench)""",2026,dataset,IEEE DataPort,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4416176141,BrowseComp-Plus: A More Fair and Transparent Evaluation Benchmark of Deep-Research Agent,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7124845467,"Supplementary Materials for the Paper ""Agentic SPARQL: Evaluating SPARQL-MCP-powered Intelligent Agents on the Federated KGQA Benchmark""",2026,dataset,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7106834915,Auto-SLURP: A Benchmark Dataset for Evaluating Multi-Agent Frameworks in Smart Personal Assistant,2025,other,Open MIND,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7160472407,CTFExplorer: Evaluating LLM Offensive Agents Through Open-Environment Web CTF Benchmarking,2026,other,OSF Preprints (OSF Preprints),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7160797668,CTFExplorer: Evaluating LLM Offensive Agents Through Multi-Target Web CTF Benchmarking,2026,other,OSF Preprints (OSF Preprints),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W4402705366,BattleAgentBench: A Benchmark for Evaluating Cooperation and Competition Capabilities of Language Models in Multi-Agent Systems,2024,preprint,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7118051651,MCPAgentBench: A Real-world Task Benchmark for Evaluating LLM Agent MCP Tool Use,2025,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7139144877,CTI-REALM: Benchmark to Evaluate Agent Performance on Security Detection Rule Generation Capabilities,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7144391607,A Benchmark for Evaluating Repository-Level Code Agents with Intermediate Reasoning on Feature Addition Task,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7124358304,MPCI-Bench: A Benchmark for Multimodal Pairwise Contextual Integrity Evaluation of Language Model Agents,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4415333634,RAS-Eval: A Comprehensive Benchmark for Security Evaluation of LLM Agents in Real-World Environments,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7162203150,EPOB: End-to-End Project Orchestration Benchmark - Evaluating Multi-Agent AI Frameworks,2026,preprint,Zenodo (CERN European Organization for Nuclear Research),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7126123574,Mem2ActBench: A Benchmark for Evaluating Long-Term Memory Utilization in Task-Oriented Autonomous Agents,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7162605365,When the Manual Lies: A Realistic Benchmark to Evaluate MCP Poisoning Attacks for LLM Agents,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4417101201,VCB Bench: An Evaluation Benchmark for Audio-Grounded Large Language Model Conversational Agents,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7106802973,CostNav: A Navigation Benchmark for Real-World Economic-Cost Evaluation of Physical AI Agents,2025,preprint,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7146976005,MedResearchBench: A Multi-Domain Benchmark for Evaluating AI Research Agents on Clinical Medical Research,2026,article,medRxiv,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7128865110,Agent-Diff: Benchmarking LLM Agents on Enterprise API Tasks via Code Execution with State-Diff-Based Evaluation,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7160710355,macbench: A macOS-Native Computer-Use Benchmark for Autonomous Agents,2026,preprint,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7161829970,AgentKillChain: A Controlled Benchmark for Persistent Compromise in Autonomous AI Agents,2026,other,Zenodo (CERN European Organization for Nuclear Research),0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7162218162,"Benchmarking Autonomous Agents against Temporal, Spatial, and Semantic Evasions",2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4414835304,Vending-Bench: A Benchmark for Long-Term Coherence of Autonomous Agents,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7135081437,Benchmarking Offensive AI Agents Through the Autonomous Attack Chain,2025,article,,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7117174080,MobileWorld: Benchmarking Autonomous Mobile Agents in Agent-User Interactive and MCP-Augmented Environments,2025,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W4417046187,EconWebArena: Benchmarking Autonomous Agents on Economic Tasks in Realistic Web Environments,2025,preprint,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7147435254,Meta-reasoning in autonomous agents: performance gains across benchmarks and models,2026,article,Academia AI and Applications,0,B,not_assessed,priority_cutoff,heuristic,machine,True,True,False,below target_included priority cutoff (logged)
W7115607823,AI-Trader: Benchmarking Autonomous Agents in Real-Time Financial Markets,2025,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7133218962,"BENCHMARKING AUTONOMOUS SOFTWARE DEVELOPMENT AGENTS: TASKS, METRICS, AND FAILURE MODES",2026,article,,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7124817598,AgencyBench: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,2026,article,arXiv (Cornell University),0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7159891370,WindowsWorld: A Process-Centric Benchmark of Autonomous GUI Agents in Professional Cross-Application Environments,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7138449667,Towards Autonomous UAV Visual Object Search in City Space: Benchmark and Agentic Methodology,2026,article,Proceedings of the AAAI Conference on Artificial Intelligence,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7128745601,SWE-AGI: Benchmarking Specification-Driven Software Construction with MoonBit in the Era of Autonomous Agents,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7163023468,The Agentic Governance Benchmark: A Standardized Framework for Measuring Runtime Governance Enforcement in Autonomous AI Systems,2026,preprint,Open MIND,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
W7125760129,AgentDrive: An Open Benchmark Dataset for Agentic AI Reasoning with LLM-Generated Scenarios in Autonomous Systems,2026,article,ArXiv.org,0,A,not_assessed,priority_cutoff,heuristic,machine,True,True,True,below target_included priority cutoff (logged)
